OBJECTID,globalid,stopID,onSt,atSt,stopName,STP_P,BNCH,SHLT,TRF,_ADA,PUB_WAY,JURIS,AssessStatus,StNameChg,StNameChg2,Lighting,ADAPad,ROW_ADA,Sidewalk,Avg_Brd,Avg_Alght,Meter1,InstallPoleYN,TStopHoles,installInfo,routes,TNPExistingPoles,TParkPoles,TParkHoles,tParkPolesInstalled,tParkSigns,tParkSignsInstalled,Tholes,assignedPos,assignedInstSurf,installSurface,installPos,distToIntersection,estimated_irregular_distance_to,installBusStopPole,NPSurface,parkSignRear,parkSignNSFront,parkSignMBFront,parkSignFarside,installToSpec,install_comments,approved,approvalComments,delayInstall,CreationDate,Creator,EditDate,Editor,delayReason,delayResolved,delayComment,delayComments,initComments,curbCuts,ImprovPrior1,ImprovPrior2,BnchShelt,_Cost,AdoptA1,AdoptA2,ParkSign1,ParkSign2,STATE,COUNTY,POINT_X,POINT_Y,new_county,new_juris
"281",{1911D276-CDB2-46A2-8492-510589AB5100},"8191",TELEGRAPH RD,LIN-TEL RD,TELEGRAPH @ LIN-TEL NB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No SW Poor Condition,"1","1.073283","0.3030295",None,no,"1",No,"3009","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:09.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.298762,38.500505,ST. LOUIS COUNTY,Green Park city
"282",{D2E38052-919D-4FD8-AEAA-A81ABABF294E},"8208",REAVIS BARRACKS RD,SPOKANE DR,REAVIS BARRACKS @ SPOKANE WB,FS,NO,NO,NO,NO,NO,ST GEORGE,Assessment complete,No,,Opposite Side,No small,Yes SW compliant,"0","1.091133","0.071428",None,no,"0",No,"3017","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:09.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Move bus stop south approx. 100 feet. install breakaway on new 6 foot sidewalk across from light pole.,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.313258,38.533733,ST. LOUIS COUNTY,Green Park city
"283",{EDD18D36-3C63-4A4F-952D-189A4E8CD34F},"8210",REAVIS BARRACKS RD,HUNTINGDON LN,REAVIS BARRACKS @ HUNTINGDON WB,NS,NO,NO,NO,YES,YES,ST GEORGE,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","0.677284","0",None,no,"1",No,"3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:09.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.315661,38.535851,ST. LOUIS COUNTY,Green Park city
"284",{218BDC36-27D1-4513-86A8-58C009FD36B0},"8211",REAVIS BARRACKS RD,ZENITH DR,REAVIS BARRACKS @ ZENITH WB,FS,NO,NO,NO,YES,YES,ST GEORGE,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","0.440055","0.866666",None,no,"1",No,"3017","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:10.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.3181519999999,38.5362010000001,ST. LOUIS COUNTY,Green Park city
"285",{D16E7D26-097A-46E8-A2BC-162CCE11C774},"8214",MACKENZIE RD,KOERBER LN,MACKENZIE @ KOERBER NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes Sholder compliant,"1","0.461538","0.052631",None,no,"1",No,"3017","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:10.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.3234179999999,38.5391030000001,ST. LOUIS COUNTY,Green Park city
"286",{B1B0D42C-66D2-4B0F-990F-81078A00EBF2},"8217",MACKENZIE RD,PANCHO DR,MACKENZIE @ PANCHO NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","2.41955","0.17812",None,no,"0",No,"3017","1","1","1",,"2",,"0",NS,,ground,,,,,ground,"1","0","1","0",,,,,,2020-06-15T20:36:10.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,"Mid Bus Stop, Metro ground",MO,ST LOUIS COUNTY,-90.32339,38.542289,ST. LOUIS COUNTY,Lakeshire city
"287",{1022A8B5-91E9-496E-8141-12801B5C8ED7},"8408",JENNINGS STATION RD,GREENHAVEN DR,JENNINGS STATION ROAD @ GREENHAVEN NB,NS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","7.428731","10.13688",None,no,"1",No,"3016","1","0","0",,"1",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:36:22.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.263432,38.7146210000001,ST. LOUIS COUNTY,Flordell Hills city
"288",{723C14F6-A0AD-42EC-A32A-5A96278E826A},"8706",WATSON RD,7221 WATSON RD,7221 WATSON WB,MB,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,No small,No SW Poor Condition,"1","2.713584","6.459186",None,no,"0",No,"3021","0","0","0",,"0",,"0",MB,,lightpole,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.317312,38.5841150000001,ST. LOUIS COUNTY,Shrewsbury city
"289",{CCD15720-D484-4053-855B-662025CCCE89},"8707",WATSON RD,MACKENZIE RD,WATSON @ MACKENZIE WB,FS,YES,YES,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,No SW Poor Condition,"0","12.14935","4.844151",None,no,"1",No,"3021","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",High,shelter,No,"$5,000-$9,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.319248,38.582729,ST. LOUIS COUNTY,Shrewsbury city
"290",{FF40CEF2-72AE-4123-9F93-2844EA04097A},"8708",WATSON RD,MACKENZIE PT EXIT,WATSON @ MACKENZIE PLAZA EXIT WB,FS,YES,YES,YES,YES,NO,ST LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,No SW Poor Condition,"0","1.324675","0.597402",None,no,"1",No,"3021","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:36:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",High,shelter,No,"$5,000-$9,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.32145,38.581196,ST. LOUIS COUNTY,Shrewsbury city
"291",{C7239520-94E6-4450-9C63-34C50DD7E449},"8721",WATSON RD,8567 WATSON RD,8567 WATSON WB,MB,YES,YES,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes Sholder compliant,"0","2.900431","9.164497",None,no,"1",No,"3021","0","0","0",,"1",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:36:58.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.357793,38.565185,ST. LOUIS COUNTY,Webster Groves city
"292",{3FA48E3F-A470-4611-9A81-A82628D012C9},"8765",WATSON RD,ROCK HILL DRIVE,WATSON @ ROCK HILL EB,FS,YES,YES,NO,YES,NO,ST LOUIS COUNTY,Assessment complete,No,,,No poor condition,Yes Sholder compliant,"0","20.8528","5.883113",None,no,"1",No,"3021","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:37:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",High,shelter,No,"$1,000-$2,499",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.35874,38.564801,ST. LOUIS COUNTY,Webster Groves city
"293",{1517278E-615C-43D0-AB33-BF640396E716},"8778",WATSON RD,MACKENZIE PLAZA EXIT,WATSON @  MACKENZIE PLAZA EXIT EB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,Yes,Yes Sholder compliant,"0","0.4754743","1.966571",None,no,"0",No,"3021","0","0","0",,"0",,"0",FS,,lightpole,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:06.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.320329,38.5817010000001,ST. LOUIS COUNTY,Shrewsbury city
"294",{719E292A-F365-4E1E-B0E7-D1FFA73CB79A},"8779",WATSON RD,MACKENZIE RD,WATSON @ MACKENZIE EB,FS,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No poor condition,No SW Poor Condition,"0","3.738849","3.924606",None,no,"1",No,"3017, 3021","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:06.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"2",Low,,No,"$5,000-$9,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.317457,38.583667,ST. LOUIS COUNTY,Shrewsbury city
"295",{650A9584-A734-4840-9D4C-F901DE9AD61C},"9161",NATURAL BRIDGE RD,WEST DR,NATURAL BRIDGE @ WEST WB,FS,NO,NO,NO,YES,YES,BELLERIVE,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","0.97015","1.755976",None,no,"0",No,"3004","0","0","0",,"0",,"0",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:50.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,Requirements Met,MO,ST LOUIS COUNTY,-90.3150909999999,38.7074180000001,ST. LOUIS COUNTY,Bellerive Acres city
"296",{848D6D96-ABF4-4086-9F03-5A51DA2C2F0C},"9163",NATURAL BRIDGE RD,8443 NATURAL BRIDGE RD,8443 NATURAL BRIDGE WB,MB,YES,YES,NO,YES,YES,BELLERIVE,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","0.607729","8.78588",None,no,"0",No,"3004","0","0","0",,"0",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:50.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.317641,38.709255,ST. LOUIS COUNTY,Bellerive Acres city
"297",{A7BD3354-EB68-4FD2-BBDE-2F05F78A29EE},"9164",NATURAL BRIDGE RD,N HANLEY RD,NATURAL BRIDGE @ NORTH HANLEY WB,NS,YES,YES,YES,YES,YES,BELLERIVE,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","3.307205","27.91355",None,no,"0",No,"3004","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:50.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.318859,38.710294,ST. LOUIS COUNTY,Bellerive Acres city
"298",{BADEDE47-FDE6-4F5E-9903-DF43F7ADB4DE},"9171",NATURAL BRIDGE RD,ENGLER AVE,NATURAL BRIDGE @ ENGLER WB,FS,NO,NO,NO,NO,YES,ST JOHN,Assessment complete,No,,No,No pad,Yes Sholder compliant,"0","2.499831","5.940168",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:51.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.333231,38.720854,ST. LOUIS COUNTY,St. John city
"299",{A6D2FBCF-4739-4D1D-838F-B2AE7BAAFB2C},"9182",NATURAL BRIDGE RD,AIRFLIGHT DR,NATURAL BRIDGE @ AIRFLIGHT EB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","6.86726","2.359121",None,no,"0",No,"3049","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.3659299999999,38.738097,ST. LOUIS COUNTY,Edmundson city
"300",{C1DD31F1-49FF-4978-8F03-870FEC0A38BE},"9186",CYPRESS RD,ST DAMIAN DR,CYPRESS @ ST DAMIEN SB,NS,NO,NO,NO,NO,NO,ST ANN,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","1.042426","3.010485",None,no,"1",No,"3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:56.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Due to customer feedback stop retained. St Clement is 500 feet,"0",Low,,No,$0-$999,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.386363,38.7416830000001,ST. LOUIS COUNTY,Bridgeton city
"301",{FCCFD111-8DE1-49AD-A6BD-679842581901},"9189",CYPRESS RD,SPRING AVE,CYPRESS @ SPRING SB,FS,NO,NO,NO,NO,YES,ST ANN,Assessment complete,No,,Same Side,No small,Yes SW compliant,"0","1.659274","9.751371",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:56.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.389898,38.7344560000001,ST. LOUIS COUNTY,St. Ann city
"302",{5AE332F4-3B3E-450C-A71D-1F4DE78E8416},"9191",ST CHARLES ROCK RD,BANKS DR,ST. CHARLES ROCK ROAD @ BANKS WB,NS,NO,NO,YES,YES,YES,ST ANN,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","12.04174","23.98032",None,no,"1",No,"3035, 3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:57.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Pattonville School District,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.396034,38.7360370000001,ST. LOUIS COUNTY,Bridgeton city
"303",{65BF2B9C-A3E0-4984-B45B-3C96935E30C4},"9192",N LINDBERGH BLVD,BLAKE DR,LINDBERGH @ BLAKE SB,FS,NO,NO,NO,YES,YES,ST ANN,Assessment complete,No,,No,Yes,Yes SW compliant,"0","1.542","3.748902",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:57.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.4034559999999,38.734273,ST. LOUIS COUNTY,Bridgeton city
"304",{AB38E722-970C-4502-9DA9-D8D5339BBE6D},"9194",N LINDBERGH BLVD,BLAKE DR,LINDBERGH @ BLAKE NB,FS,NO,NO,NO,YES,YES,ST ANN,Assessment complete,No,,No,Yes,Yes SW compliant,"0","1.607879","1.10315",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:57.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.402274,38.7351140000001,ST. LOUIS COUNTY,Bridgeton city
"305",{67205B0A-2F23-48FD-B5DF-FE6102092A85},"9195",ST CHARLES ROCK RD,BANKS RD,ST. CHARLES ROCK ROAD @ BANKS EB,FS,NO,NO,YES,YES,YES,ST ANN,Assessment complete,No,,No,Yes,Yes SW compliant,"0","20.09916","14.95794",None,no,"0",No,"3035, 3049","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:57.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,"Starbucks, Sprint","0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.397843,38.7369600000001,ST. LOUIS COUNTY,St. Ann city
"306",{A2EE45D7-D5AF-4E14-B702-C57AD5278C6E},"9200",CYPRESS RD,ST LAWRENCE DR,CYPRESS @ ST. LAWRENCE NB,FS,NO,NO,NO,NO,YES,ST ANN,Assessment complete,No,,Same Side,No small,Yes SW compliant,"0","8.393924","4.273196",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:58.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.389423,38.735126,ST. LOUIS COUNTY,St. Ann city
"307",{E858E5DF-1B5B-4A0A-B949-B3F86CD90D41},"9201",CYPRESS RD,ST SHAWN LN,CYPRESS @ ST SHAWN NB,NS,NO,NO,NO,YES,YES,ST ANN,Assessment complete,No,,Same Side,No small,Yes SW compliant,"0","4.986869","2.292141",None,no,"1",No,"3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.388348,38.737373,ST. LOUIS COUNTY,St. Ann city
"308",{049721A6-16E8-475A-916E-16881AFCBC63},"9202",CYPRESS RD,ST DAMIAN DR,CYPRESS @ ST DAMIEN NB,FS,NO,NO,NO,YES,YES,ST ANN,Assessment complete,No,,Same Side,No poor condition,Yes SW compliant,"0","1.39368","0.874402",None,no,"1",No,"3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:37:59.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Due to customer feedback stop retained. St Clement is 700 feet away removed mirrored stop,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.386298,38.741496,ST. LOUIS COUNTY,St. Ann city
"309",{0A835A8B-02CB-4C53-AC6A-2FFBB16317C6},"9215",NATURAL BRIDGE RD,ENGLER AVE,NATURAL BRIDGE @ ENGLER EB,NS,NO,NO,NO,NO,NO,ST JOHN,Assessment complete,No,,Same Side,No pad,Yes Sholder compliant,"0","10.72268","3.005459",None,no,"1",No,"3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:01.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, municipality",None present,None Location,MO,ST LOUIS COUNTY,-90.333542,38.720826,ST. LOUIS COUNTY,St. John city
"310",{ADE87C6E-826E-49B4-8CB8-8FCD86B2C2E3},"9222",NATURAL BRIDGE RD,8324 NATURAL BRIDGE RD,8324 NATURAL BRIDGE EB,MB,NO,NO,NO,YES,YES,BELLERIVE,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","17.91242","2.290495",None,no,"0",No,"3004","0","0","0",,"0",,"0",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,Other,Requirements Met,MO,ST LOUIS COUNTY,-90.316535,38.708155,ST. LOUIS COUNTY,Bel-Nor village
"311",{ABB3E5CF-C0B3-4EB8-9B48-FA13CD72B071},"9224",NATURAL BRIDGE RD,CLEARVIEW DR,NATURAL BRIDGE @ CLEARVIEW EB,FS,NO,NO,NO,YES,YES,BELLERIVE,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","1.895662","0.496729",None,no,"0",No,"3004","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:03.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,No,None present,Requirements Met,MO,ST LOUIS COUNTY,-90.314377,38.7069470000001,ST. LOUIS COUNTY,Bel-Nor village
"312",{BC582D8C-68B6-4C96-9B48-1716C07C43D1},"9235",NATURAL BRIDGE RD,COLONIAL AVE,NATURAL BRIDGE  @ COLONIAL EB,NS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Light Pole,No pad,No SW Narrow,"0","9.257244","6.010492",None,no,"0",No,"3004","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:05.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Custom Tailoring,"0",Low,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.288969,38.6987530000001,ST. LOUIS COUNTY,Beverly Hills city
"313",{241D4B04-F673-4858-A863-6BAA1CA849FB},"9395",UNION RD,REAVIS BARRACKS RD,UNION @ REAVIS BARRACKS SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","1.065235","0.661754",None,no,"1",No,"3017","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:22.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,move approx 100 feet south close to crosswalk,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.310825,38.5319270000001,ST. LOUIS COUNTY,Green Park city
"314",{B693E3FF-9ADA-4739-B800-E509E2C28B6D},"9396",UNION RD,SUNRIDGE DR,UNION @ SUNRIDGE SB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,,,,,,,,"0","0",,no,"0",,"3017","0","0","0",,,,"0",,,unknown,,,,,,,,,,,,,,,2020-06-15T20:38:22.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",,,,,,,,,MO,ST LOUIS COUNTY,-90.314859,38.5277830000001,ST. LOUIS COUNTY,Green Park city
"315",{BA60A679-B0AC-454A-8618-3150C1BB5C04},"9397",UNION RD,SENATOR CT,UNION @ SENATOR COURT SB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes SW compliant,"0","0","0.4",None,no,"0",No,"3017","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:22.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.316333,38.5260650000001,ST. LOUIS COUNTY,Green Park city
"316",{8B3EFD3E-972B-4F11-ABBB-1C55DF63A730},"9399",UNION RD,GREENPARK RD,UNION @ GREENPARK SB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,Yes,Yes SW compliant,"0","2.148575","5.696607",None,no,"0",No,"3017","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:23.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,install on back south corner of ADA pad,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.3191849999999,38.523111,ST. LOUIS COUNTY,Green Park city
"317",{1DAC99DB-DD47-4B28-BA01-E03F434EB4C1},"9401",UNION RD,TIMM DR,UNION @ TIMM SB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes SW compliant,"0","0.117647","0.397168",None,no,"0",No,"3017","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:23.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,"install on back south corner of ADA pad, off set county sign","0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.322421,38.5197920000001,ST. LOUIS COUNTY,Green Park city
"318",{6ED4BDEF-770B-4E72-AFEA-492778ACE5E1},"9404",UNION RD,BELLEWOOD DR,UNION @ BELLEWOOD SB,FS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","0","0",None,no,"0",No,"3017","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:23.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.3278579999999,38.5139580000001,ST. LOUIS COUNTY,Green Park city
"319",{A83E0697-A8A2-4A2E-8519-B8CDD48337A0},"9406",S LINDBERGH BLVD,UNION RD,LINDBERGH @ UNION EB,FS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No Sholder Narrow,"2","0.247581","5.025019",None,no,"1",No,"3017, 3049","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:23.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"2",Low,,No,"$5,000-$9,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.331562,38.5091370000001,ST. LOUIS COUNTY,Green Park city
"320",{3F0346A1-2D96-4B67-8347-3A99A6C9C0AD},"9409",UNION RD,BELLEWOOD DR,UNION @ BELLEWOOD NB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes SW compliant,"0","0","0.066666",None,no,"0",No,"3017","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:38:24.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,install on back north corner of ADA pad,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.32773,38.513945,ST. LOUIS COUNTY,Green Park city
