OBJECTID,globalid,stopID,onSt,atSt,stopName,STP_P,BNCH,SHLT,TRF,_ADA,PUB_WAY,JURIS,AssessStatus,StNameChg,StNameChg2,Lighting,ADAPad,ROW_ADA,Sidewalk,Avg_Brd,Avg_Alght,Meter1,InstallPoleYN,TStopHoles,installInfo,routes,TNPExistingPoles,TParkPoles,TParkHoles,tParkPolesInstalled,tParkSigns,tParkSignsInstalled,Tholes,assignedPos,assignedInstSurf,installSurface,installPos,distToIntersection,estimated_irregular_distance_to,installBusStopPole,NPSurface,parkSignRear,parkSignNSFront,parkSignMBFront,parkSignFarside,installToSpec,install_comments,approved,approvalComments,delayInstall,CreationDate,Creator,EditDate,Editor,delayReason,delayResolved,delayComment,delayComments,initComments,curbCuts,ImprovPrior1,ImprovPrior2,BnchShelt,_Cost,AdoptA1,AdoptA2,ParkSign1,ParkSign2,STATE,COUNTY,POINT_X,POINT_Y,new_county,new_juris
"437",{EB8485B0-169C-4BD8-8EB7-5AE555CAD526},"14729",OLD HALLS FERRY RD,REDMAN RD,OLD HALLS FERRY @ REDMAN SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","0.890821","2.03799",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:50:51.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$2,5000-$4,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.265115,38.778312,ST. LOUIS COUNTY,Black Jack city
"438",{BC31B075-E178-4711-A97D-A0893A8D9A2C},"14730",NETHERTON DR,ROTTINGDEAN DR,NETHERTON @ ROTTINGDEAN WB,FS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,No Sholder Narrow,"1","5.959349","4.456549",None,no,"0",No,"3071","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:50:51.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.265073,38.7744070000001,ST. LOUIS COUNTY,Ferguson city
"439",{142FB4DF-E1E1-4FF5-A17D-3169A85730A8},"14745",N LINDBERGH BLVD,ADIE RD,LINDBERGH @ ADIE SB,FS,NO,NO,NO,NO,YES,ST ANN,Assessment complete,No,,,No pad,,"0","2.097433","3.936923",None,no,"0",No,"3049","0","0","0",,"0",,"0",FS,,unknown,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:50:53.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,MoDot Project coming in 2020,"0",,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.40869,38.710986,ST. LOUIS COUNTY,Maryland Heights city
"440",{62AA43F8-D830-4AEE-A5EC-85AEBD05759A},"14746",S LINDBERGH BLVD,SAPPINGTON RD,LINDBERGH @ SAPPINGTON SB,FS,NO,NO,NO,NO,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","0.644761","0.380865",None,no,"1",No,"3049","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:50:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.379621,38.5289960000001,ST. LOUIS COUNTY,Sunset Hills city
"441",{2A178D7C-F8AF-4629-992C-9671A3402F1F},"14747",S LINDBERGH BLVD,S COUNTY CENTER WAY,LINDBERGH @ SOUTH COUNTY CENTER WAY EB,NS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","0.3722425","3.36995",None,no,"1",No,"3017, 3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:50:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Moderate,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.329284,38.5078080000001,ST. LOUIS COUNTY,Green Park city
"442",{48AE6D74-71FF-4838-B8C0-5A1B934260E5},"14748",S LINDBERGH BLVD,CORDES DR,LINDBERGH @ CORDES WB,NS,NO,NO,NO,YES,YES,SAINT LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","14.25533","2.004691",None,no,"0",No,"3017, 3049","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:50:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,Metro bench,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.3283529999999,38.5074750000001,ST. LOUIS COUNTY,Green Park city
"443",{F5B10A5D-CAD4-42C2-B5F9-0A3C0EE159ED},"14749",S LINDBERGH BLVD,UNION RD,LINDBERGH @ UNION WB,NS,NO,NO,NO,NO,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,No Sholder Narrow,"4","3.994474","0.7062105",None,no,"1",No,"3017, 3049","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:50:54.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"4",Low,,No,"$5,000-$9,999",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.330755,38.5088910000001,ST. LOUIS COUNTY,Green Park city
"444",{A2BA8BCB-FBE1-4D16-B39B-200B9EBFDB28},"14904",REDMAN AVE,LAS LADERA DR,REDMAN @ LAS LADERA WB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","10.14732","2.043319",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:05.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.237095,38.7846730000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"445",{44407D57-22CE-4883-8762-850EE06E83AD},"14905",REDMAN AVE,LAS LADERA DR,REDMAN @ LAS LADERA EB,FS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","1.741612","5.585614",None,no,"1",No,"3071","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:05.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"3",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.237068,38.784587,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"446",{87E3CD17-2191-45F5-B696-323252463581},"14969",MACKENZIE RD,DEXTER AVE,MACKENZIE @ DEXTER NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No small,No SW Poor Condition,"1","2.879819","1",None,no,"1",No,"3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:07.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.322636,38.5554290000001,ST. LOUIS COUNTY,Wilbur Park village
"447",{88E121AA-D7E5-4B5F-9B15-E08B43DD406E},"14970",MACKENZIE RD,LANGLEY AVE,MACKENZIE @ LANGLEY NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No small,Yes SW compliant,"0","0.071428","0",None,no,"1",No,"3017","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:51:07.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3217339999999,38.5606060000001,ST. LOUIS COUNTY,Wilbur Park village
"448",{E866DF46-BD05-4391-B40F-60F951488BF8},"14972",MACKENZIE RD,HEEGE RD,MACKENZIE @ HEEGE NB,FS,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No small,No SW Poor Condition,"1","1.723512","1.157417",None,no,"1",No,"3017","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:51:07.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",Other,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3207169999999,38.5664170000001,ST. LOUIS COUNTY,Shrewsbury city
"449",{8F852A47-97E0-48AC-9473-9B2A9EC478FD},"14973",MACKENZIE RD,SOUTHERN DR,MACKENZIE @ SOUTHERN NB,MB,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No small,No SW Poor Condition,"1","1.474788","0.142857",None,no,"1",No,"3017","0","1","1",,"2",,"1",MB,,ground,,,,,ground,"1","0","1","0",,,,,,2020-06-15T20:51:07.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",Other,"Mid Bus Stop, Metro ground",MO,ST LOUIS COUNTY,-90.319483,38.5739550000001,ST. LOUIS COUNTY,Mackenzie village
"450",{86CCD5A0-7005-4CFF-AA86-75FA7FB28086},"14974",MACKENZIE RD,FOXCROFT DR,MACKENZIE @ FOXCROFT NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No poor condition,Yes SW compliant,"0","0.582042","0.130251",None,no,"1",No,"3017","0","1","1",,"2",,"1",FS,,ground,,,,,ground,"1","0","1","0",,,,,,2020-06-15T20:51:07.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, neighborhood",Other,"Mid Bus Stop, Metro ground",MO,ST LOUIS COUNTY,-90.3189819999999,38.577121,ST. LOUIS COUNTY,Mackenzie village
"451",{51A61B98-3A02-4E3D-A07B-0F0D857FA2CC},"14978",MACKENZIE RD,FOXCROFT DR,MACKENZIE @ FOXCROFT SB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Narrow,"1","0","1.952232",None,no,"1",No,"3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:08.000,WKJenkins_METROSTL,2020-06-25T20:06:31.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.31915,38.577077,ST. LOUIS COUNTY,Mackenzie village
"452",{9B049388-F4E4-41BA-8FB2-3F2B8D665FEF},"14979",MACKENZIE RD,SOUTHERN DR,MACKENZIE @ SOUTHERN SB,MB,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Narrow,"1","0","1.470808",None,no,"1",No,"3017","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:08.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.319692,38.573522,ST. LOUIS COUNTY,Mackenzie village
"453",{43631BE1-ACFB-41BB-B2A1-0D03A8C15D03},"14980",MACKENZIE RD,ASHBURY DR,MACKENZIE @ ASHBURY SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No small,No Sholder Narrow,"1","0","2.214285",None,no,"1",No,"3017","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:51:08.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",Other,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3203329999999,38.569823,ST. LOUIS COUNTY,Shrewsbury city
"454",{A52E2FFF-00E8-4355-B4AE-DD481445C615},"14981",MACKENZIE RD,HEEGE RD,MACKENZIE @ HEEGE SB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,No small,No SW Poor Condition,"1","3.315788","0.968875",None,no,"0",No,"3017","0","0","0",,"1",,"0",FS,,lightpole,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:51:09.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.32111,38.565253,ST. LOUIS COUNTY,Marlborough village
"455",{037B5808-C988-40F1-8820-3C667B37A7E2},"14982",UNION RD,S LINDBERGH BLVD,UNION @ LINDBERGH NB,FS,YES,YES,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Shelter,Yes,Yes SW compliant,"0","5.372","0.441009",None,no,"0",No,"3017","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:09.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,Install breakaway on 7 foot ADA pad,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.330998,38.5105,ST. LOUIS COUNTY,Green Park city
"456",{85C84788-DF05-4EF5-8B5D-113F51A50B03},"14983",MACKENZIE RD,LANGLEY AVE,MACKENZIE @ LANGLEY SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No small,No Sholder Narrow,"1","0.285714","0.368627",None,no,"1",No,"3017","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:09.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.322015,38.559806,ST. LOUIS COUNTY,Wilbur Park village
"457",{03223847-B05E-4515-BBD0-316261EF9511},"14984",MACKENZIE RD,WEBER RD,MACKENZIE @ WEBER SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Light Pole,No small,No SW Poor Condition,"1","0.164086","1.260487",None,no,"1",No,"3017","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:09.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",Low,,No,"$2,5000-$4,999",No,"Yes, neighborhood",Other,None Location,MO,ST LOUIS COUNTY,-90.323183,38.5544850000001,ST. LOUIS COUNTY,Wilbur Park village
"458",{3361A6DC-89E3-4982-A328-83396484EFFF},"14989",S ROCK HILL RD,FORESTHEIGHTS DR,ROCK HILL @ FORESTHEIGHTS EB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,Yes SW compliant,"0","0.882352","0.164086",None,no,"1",No,"3046","0","0","0",,"1",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:51:10.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, neighborhood",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.3406909999999,38.5555850000001,ST. LOUIS COUNTY,Grantwood Village town
"459",{1AA4C2FD-744B-4C31-A88A-B9253AB1A6AE},"14996",S LACLEDE STATION RD,WEBER RD,LACLEDE STATION ROAD @ WEBER NB,NS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No small,Yes SW compliant,"0","0.083333","0",None,no,"1",No,"3046","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:10.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,Reevaluated per customer feedback-keep stop. Put new sign 100 feet from corner.too close to corner and Homser,"0",Low,,No,"$1,000-$2,499",No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.341728,38.5564130000001,ST. LOUIS COUNTY,Grantwood Village town
"460",{168FC261-46B2-403E-842F-6D13106AE90E},"15082",UNION RD,BARTH DR,UNION @ BARTH SB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,,,,,,,,"0","0",,no,"0",,"3017","0","0","0",,,,"0",,,unknown,,,,,,,,,,,,,,,2020-06-15T20:51:18.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",,,,,,,,,MO,ST LOUIS COUNTY,-90.323718,38.518427,ST. LOUIS COUNTY,Green Park city
"461",{8706C420-329B-45C7-B52A-663020A0D797},"15083",UNION RD,S LINDBERGH BLVD,UNION @ LINDBERGH SB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,Yes,Yes SW compliant,"0","0.25431","5.248324",None,no,"0",No,"3017","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:18.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,install breakaway on 7 foot ADA pad on back of pad,"0",None,,No,,No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.3311189999999,38.5106050000001,ST. LOUIS COUNTY,Green Park city
"462",{7B0DA282-9EC1-4650-87D3-1C9A904C9118},"15156",S LINDBERGH BLVD,GRAVOIS RD,LINDBERGH @ GRAVOIS SB,MB,YES,YES,YES,YES,NO,SAINT LOUIS COUNTY,Assessment complete,No,,Shelter,No poor condition,No SW Poor Condition,"1","6.797296","7.212191",None,no,"0",No,"3049","0","0","0",,"1",,"0",MB,,concrete,,,,,Requirements Met,"0","0","0","1",,,,,,2020-06-15T20:51:24.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",High,shelter,No,"$2,5000-$4,999",No,"Yes, business",None present,FS Bus Stop,MO,ST LOUIS COUNTY,-90.383318,38.5314770000001,ST. LOUIS COUNTY,Sunset Hills city
"463",{B7484C47-EC3E-49D8-804E-C59B91F36DF4},"15231",LUCAS-HUNT RD,HALLS FERRY RD,LUCAS-HUNT @ HALLS FERRY WB,FS,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","47.56253","37.85903",None,no,"1",No,"3064","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:34.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"2",Low,,No,"$5,000-$9,999",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.253836,38.742487,ST. LOUIS COUNTY,Moline Acres city
"464",{613DAC1B-D960-419F-8DBD-0307BD0E5452},"15232",LUCAS AND HUNT RD,NEMNICH RD,LUCAS-HUNT @ NEMNICH EB,FS,NO,NO,YES,NO,YES,ST LOUIS COUNTY,Assessment complete,,,No,No pad,Yes Sholder compliant,,"0","0",,no,"1","Yes, reset","3064","0","0","0",,,,"1",FS,,ground,,,,,Requirements Met,,,,,,,,,,2020-06-15T20:51:34.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"1",Moderate,,,"$1,000-$2,499",No,No,,,MO,ST LOUIS COUNTY,-90.254854,38.7419140000001,ST. LOUIS COUNTY,Jennings city
"465",{FFAFE0E0-877F-43A8-A596-5C7203557A55},"15488",MACKENZIE RD,GRAVOIS RD,MACKENZIE @ GRAVOIS NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,No,No small,Yes SW compliant,"0","2.443166","0.727553",None,no,"1",No,"3017","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:35.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",Low,,No,$0-$999,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.323199,38.552102,ST. LOUIS COUNTY,Wilbur Park village
"466",{59D4E4DA-A4E1-444B-A204-0EBE0A42CC21},"15495",LUCAS AND HUNT RD,JACOBI AVE,LUCAS-HUNT @ JACOBI WB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes Sholder compliant,"0","35.83591","26.01782",None,no,"1",No,"3064","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:38.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2588739999999,38.739945,ST. LOUIS COUNTY,Jennings city
"467",{F36B1730-E2D0-4465-B4ED-93928F2EB37F},"15496",LUCAS AND HUNT RD,N SIDE 7TH DAY ADVENTIST ,LUCAS-HUNT @ NORTH SIDE 7TH DAY ADVENTIST  WB,MB,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,No,No pad,No Sholder Poor Condition,"0","9.825583","3.737639",None,no,"1",No,"3064","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:38.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,St. Louis Unified School,"0",Low,,No,"Over $10,000",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.263122,38.7372060000001,ST. LOUIS COUNTY,Jennings city
"468",{579063B6-DA43-4554-9E4C-1DDAB1256642},"15498",LUCAS AND HUNT RD,JACOBI AVE,LUCAS-HUNT @ JACOBI EB,NS,NO,NO,NO,NO,NO,ST LOUIS COUNTY,Assessment complete,,,No,No pad,Yes Sholder compliant,,"0","0",,no,"1","Yes, reset","3064","1","0","0",,,,"1",NS,,ground,,,,,Requirements Met,,,,,,,,,,2020-06-15T20:51:39.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"3",Moderate,,,"$2,5000-$4,999",No,No,,,MO,ST LOUIS COUNTY,-90.2583099999999,38.74003,ST. LOUIS COUNTY,Jennings city
"469",{5B0985D9-577A-420D-B93B-8840D3EE8708},"15614",GEBHARDT DR,DELOAK DR,GEBHARDT @ DELOAK SB,NS,NO,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,Yes,Yes SW compliant,"0","4.359572","4.7428",None,no,"0",No,"3009","1","0","0",,"0",,"0",NS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:46.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",None,,No,,No,"Yes, neighborhood",None present,None Location,MO,ST LOUIS COUNTY,-90.3086519999999,38.469747,ST. LOUIS COUNTY,Arnold city
"470",{4144B44E-29CE-4B8A-BAA4-D5F6F1A8882B},"15666",LUCAS-HUNT RD,BURRWOOD DR,LUCAS-HUNT @ BURRWOOD SB,FS,YES,NO,NO,YES,YES,ST LOUIS COUNTY,Assessment complete,No,,No,Yes,Yes SW compliant,"0","103.5648","19.04989",None,no,"0",No,"3064","0","0","0",,"0",,"0",FS,,concrete,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:51:51.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",None,,No,,No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.284391,38.7130960000001,ST. LOUIS COUNTY,Jennings city
"471",{8D8FD76C-063C-4DA5-ADFE-37B7E89567D7},"15753",LUSHER RD,NEW JAMESTOWN RD,LUSHER @ NEW JAMESTOWN NB,NS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes Sholder compliant,"0","8.554803","0.288932",None,no,"1",No,"3071","1","0","0",,"0",,"1",NS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:52:04.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"4",Low,,No,"Over $10,000",No,No,None present,None Location,MO,ST LOUIS COUNTY,-90.2277589999999,38.8089650000001,ST. LOUIS COUNTY,Black Jack city
"472",{BDD4CE66-4ACD-489F-B40A-EE63500319D9},"15797",ST CHARLES ROCK RD,NORTH AND SOUTH RD,ST. CHARLES ROCK ROAD @ NORTH AND SOUTH EB,NS,NO,NO,YES,NO,NO,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,No SW Narrow,"0","5.764681","10.69711",None,no,"1","Yes, reset","3035","1","1","1",,"2",,"1",NS,,ground,,,,,ground,"1","1","0","0",,,,,,2020-06-15T20:52:09.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"2",Low,,No,,No,No,None present,NS Metro ground,MO,ST LOUIS COUNTY,-90.331944,38.7007340000001,ST. LOUIS COUNTY,St. John city
"473",{44FEEF14-2CDB-4BCD-82D2-AC2593866F6B},"15862",LUSHER RD,DUNN RD,LUSHER @ DUNN NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Opposite Side,No pad,Yes SW compliant,"0","3.611181","3.38472",None,no,"1",No,"3075","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:52:19.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,No,FS Stop Pole,None Location,MO,ST LOUIS COUNTY,-90.236161,38.7795070000001,ST. LOUIS COUNTY,Bellefontaine Neighbors city
"474",{9B5C213B-491F-48DA-830C-ADF4AE8446BB},"15884",CRAIG RD,DEBONNAIRE DR,CRAIG @ DEBONNAIRE NB,FS,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Same Side,No pad,Yes SW compliant,"0","14.07679","2.262815",None,no,"1",No,"3098","0","0","0",,"0",,"1",FS,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:52:26.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,,"0",Low,,No,"$1,000-$2,499",No,"Yes, business",None present,None Location,MO,ST LOUIS COUNTY,-90.437892,38.6761960000001,ST. LOUIS COUNTY,Creve Coeur city
"475",{45F6682C-61D2-484D-876C-B86F5B2B99B0},"15885",CRAIG RD,CRAIG ELEMENTARY SCHOOL,CRAIG @ CRAIG ELEMENTARY SCHOOL NB,MB,NO,NO,NO,NO,YES,ST LOUIS COUNTY,Assessment complete,No,,Nearby Structure,No pad,Yes SW compliant,"0","0.610662","0.108823",None,no,"1",No,"3098","0","0","0",,"0",,"1",MB,,ground,,,,,Requirements Met,"0","0","0","0",,,,,,2020-06-15T20:52:27.000,WKJenkins_METROSTL,2020-06-25T20:06:32.000,,,,,,move bus stop so sign is off set from county pole,"0",Low,,No,$0-$999,No,"Yes, business",Other,None Location,MO,ST LOUIS COUNTY,-90.443003,38.684111,ST. LOUIS COUNTY,Maryland Heights city
